"행정구역","2020년07월_남_총인구수","2020년07월_남_연령구간인구수","2020년07월_남_0~9세","2020년07월_남_10~19세","2020년07월_남_20~29세","2020년07월_남_30~39세","2020년07월_남_40~49세","2020년07월_남_50~59세","2020년07월_남_60~69세","2020년07월_남_70~79세","2020년07월_남_80~89세","2020년07월_남_90~99세","2020년07월_남_100세 이상","2020년07월_여_총인구수","2020년07월_여_연령구간인구수","2020년07월_여_0~9세","2020년07월_여_10~19세","2020년07월_여_20~29세","2020년07월_여_30~39세","2020년07월_여_40~49세","2020년07월_여_50~59세","2020년07월_여_60~69세","2020년07월_여_70~79세","2020년07월_여_80~89세","2020년07월_여_90~99세","2020년07월_여_100세 이상"
"경상북도 군위군 소보면(4772031000)","1,165","1,165","16","29","65","62","94","259","282","213","135","10","0","1,131","1,131","20","23","47","47","52","193","248","244","221","34","2"
"경상북도 군위군 효령면(4772032000)","1,942","1,942","51","58","169","99","198","403","513","317","128","6","0","1,850","1,850","41","74","102","91","116","320","431","372","270","32","1"
"경상북도 군위군 부계면(4772033000)","1,042","1,042","25","33","85","65","86","239","255","159","86","9","0","1,006","1,006","17","20","53","36","66","174","251","203","156","30","0"
"경상북도 군위군 우보면(4772034000)","1,025","1,025","13","24","66","55","103","201","266","187","102","8","0","1,018","1,018","10","24","48","31","49","163","244","223","201","22","3"
"경상북도 군위군 의흥면(4772035000)","1,176","1,176","13","36","61","66","116","231","292","236","118","7","0","1,252","1,252","31","30","42","49","63","183","306","287","227","32","2"
"경상북도 군위군 산성면(4772036000)","610","610","10","12","20","39","52","136","160","120","55","6","0","595","595","6","12","8","16","25","82","151","150","126","19","0"
"경상북도 군위군 고로면(4772037000)","712","712","11","15","35","38","51","150","228","135","48","1","0","641","641","6","8","24","19","32","113","160","155","100","24","0"
"경상북도 의성군 (4773000000)","25,455","25,455","1,047","1,240","1,849","1,859","2,792","4,806","5,763","3,928","1,990","173","8","26,596","26,596","944","1,119","1,362","1,490","1,957","4,087","5,785","5,158","4,046","612","36"
"경상북도 의성군 의성읍(4773025000)","6,661","6,661","458","546","649","633","940","1,184","1,206","737","278","28","2","6,878","6,878","395","483","506","589","817","1,110","1,308","964","591","106","9"
"경상북도 의성군 단촌면(4773031000)","961","961","19","40","53","61","105","180","255","150","96","2","0","995","995","8","24","32","35","45","139","265","238","182","25","2"
"경상북도 의성군 점곡면(4773032000)","810","810","25","19","44","52","67","147","206","163","86","1","0","823","823","16","23","26","25","36","119","208","184","166","20","0"
"경상북도 의성군 옥산면(4773033000)","887","887","26","20","47","47","94","189","233","149","76","5","1","944","944","14","34","46","27","58","157","236","210","142","20","0"
"경상북도 의성군 사곡면(4773034000)","755","755","13","19","42","31","74","161","203","132","74","6","0","818","818","15","14","24","26","34","138","201","162","170","34","0"
"경상북도 의성군 춘산면(4773035000)","749","749","14","33","39","48","45","143","236","115","68","7","1","730","730","21","22","20","30","34","135","182","143","120","21","2"
"경상북도 의성군 가음면(4773036000)","747","747","22","18","37","48","61","143","226","112","74","5","1","734","734","12","24","28","32","36","111","180","157","132","21","1"
"경상북도 의성군 금성면(4773037000)","2,155","2,155","76","84","138","143","210","379","521","395","182","26","1","2,187","2,187","52","75","94","102","139","316","492","489","356","67","5"
"경상북도 의성군 봉양면(4773038000)","1,904","1,904","71","80","148","153","216","396","413","283","130","14","0","2,033","2,033","80","65","120","134","144","313","485","358","285","46","3"
"경상북도 의성군 비안면(4773039000)","1,230","1,230","39","30","74","75","122","229","320","227","105","9","0","1,333","1,333","54","26","51","55","66","199","312","276","257","34","3"
"경상북도 의성군 구천면(4773040000)","914","914","20","28","48","58","90","181","234","156","93","6","0","912","912","30","19","33","40","43","141","213","191","177","23","2"
"경상북도 의성군 단밀면(4773041000)","876","876","24","29","67","56","81","172","183","151","107","6","0","920","920","23","30","40","41","48","138","191","200","184","24","1"
"경상북도 의성군 단북면(4773042000)","855","855","24","29","62","48","75","187","207","137","80","6","0","954","954","14","28","44","36","50","133","212","226","191","18","2"
"경상북도 의성군 안계면(4773043000)","2,185","2,185","116","131","203","184","270","410","403","315","144","9","0","2,417","2,417","121","143","156","163","230","359","437","423","332","52","1"
"경상북도 의성군 다인면(4773044000)","1,907","1,907","54","74","120","129","187","341","443","352","182","24","1","1,955","1,955","43","63","77","83","95","306","434","457","353","43","1"
"경상북도 의성군 신평면(4773045000)","384","384","10","8","15","12","26","87","91","77","50","8","0","418","418","12","5","10","15","20","64","71","120","89","12","0"
"경상북도 의성군 안평면(4773046000)","1,081","1,081","27","36","50","54","99","196","287","204","118","9","1","1,100","1,100","28","32","42","39","42","159","259","246","218","32","3"
"경상북도 의성군 안사면(4773047000)","394","394","9","16","13","27","30","81","96","73","47","2","0","445","445","6","9","13","18","20","50","99","114","101","14","1"
"경상북도 청송군 (4775000000)","12,580","12,580","522","667","1,062","1,031","1,404","2,517","2,687","1,766","856","63","5","12,581","12,581","481","585","693","716","1,025","2,255","2,707","2,293","1,571","239","16"
"경상북도 청송군 청송읍(4775025000)","2,605","2,605","161","181","284","262","346","528","439","268","127","7","2","2,621","2,621","136","183","194","221","284","478","458","366","254","40","7"
"경상북도 청송군 주왕산면(4775031500)","930","930","24","38","57","83","97","183","241","146","58","3","0","944","944","25","22","46","44","55","183","222","196","134","17","0"
"경상북도 청송군 부남면(4775032000)","1,233","1,233","34","55","82","69","86","265","306","211","118","6","1","1,276","1,276","34","42","53","45","75","241","328","264","166","26","2"
"경상북도 청송군 현동면(4775033000)","1,050","1,050","40","55","85","66","125","219","217","147","89","7","0","1,041","1,041","38","48","50","43","81","197","213","202","147","20","2"
"경상북도 청송군 현서면(4775034000)","1,258","1,258","38","54","67","76","119","249","333","207","108","7","0","1,276","1,276","25","47","61","49","88","241","337","244","155","28","1"
"경상북도 청송군 안덕면(4775035000)","1,245","1,245","39","54","70","64","116","251","315","214","110","12","0","1,363","1,363","37","39","51","50","86","242","309","303","207","38","1"
"경상북도 청송군 파천면(4775036000)","895","895","25","19","60","75","82","161","239","152","72","9","1","906","906","26","31","37","33","52","130","198","189","175","34","1"
"경상북도 청송군 진보면(4775037000)","3,364","3,364","161","211","357","336","433","661","597","421","174","12","1","3,154","3,154","160","173","201","231","304","543","642","529","333","36","2"
"경상북도 영양군 (4776000000)","8,271","8,271","399","499","659","571","1,047","1,626","1,674","1,176","555","59","6","8,467","8,467","361","461","489","484","722","1,372","1,688","1,536","1,155","179","20"
"경상북도 영양군 영양읍(4776025000)","3,584","3,584","247","286","365","328","545","636","612","382","164","17","2","3,714","3,714","204","282","287","308","425","603","645","529","349","76","6"
"경상북도 영양군 입암면(4776031000)","1,045","1,045","41","50","61","61","123","208","239","174","77","9","2","1,123","1,123","41","35","44","54","63","180","262","235","183","26","0"
"경상북도 영양군 청기면(4776032000)","871","871","31","28","42","43","87","179","193","191","69","7","1","853","853","28","25","32","23","44","110","212","189","169","18","3"
"경상북도 영양군 일월면(4776033000)","883","883","22","44","64","44","80","196","194","139","92","8","0","901","901","27","39","46","26","63","154","178","175","174","17","2"
"경상북도 영양군 수비면(4776034000)","846","846","29","49","55","39","105","179","188","119","69","13","1","841","841","22","44","35","28","63","147","179","171","126","22","4"
"경상북도 영양군 석보면(4776035000)","1,042","1,042","29","42","72","56","107","228","248","171","84","5","0","1,035","1,035","39","36","45","45","64","178","212","237","154","20","5"
"경상북도 영덕군 (4777000000)","17,387","17,387","868","1,095","1,451","1,301","2,255","3,293","3,471","2,383","1,170","93","7","19,279","19,279","889","1,024","1,054","1,226","1,757","2,967","3,803","3,605","2,536","398","20"
"경상북도 영덕군 영덕읍(4777025000)","5,339","5,339","409","465","552","530","832","992","825","492","218","21","3","5,822","5,822","442","466","420","558","773","877","954","751","487","88","6"
"경상북도 영덕군 강구면(4777031000)","2,984","2,984","129","164","262","221","408","588","635","410","161","5","1","3,317","3,317","113","129","189","186","316","564","730","669","362","58","1"
"경상북도 영덕군 남정면(4777032000)","1,162","1,162","30","41","85","62","131","229","286","184","103","11","0","1,230","1,230","24","25","50","48","69","180","267","301","225","40","1"
"경상북도 영덕군 달산면(4777033000)","509","509","10","22","30","30","35","98","141","90","48","5","0","643","643","7","22","24","21","36","85","136","162","127","21","2"
"경상북도 영덕군 지품면(4777034000)","732","732","22","19","48","28","74","157","183","127","65","9","0","753","753","16","17","29","27","36","124","176","180","132","15","1"
"경상북도 영덕군 지품면원전출장소(4777034500)","253","253","3","9","10","8","25","45","66","56","30","1","0","286","286","6","9","6","5","7","35","76","86","48","8","0"
"경상북도 영덕군 축산면(4777035000)","448","448","18","20","29","19","55","86","87","86","42","5","1","495","495","15","14","21","19","34","60","102","114","103","12","1"
"경상북도 영덕군 축산면축산출장소(4777035500)","832","832","26","42","49","45","105","159","198","147","54","7","0","928","928","15","36","42","38","68","154","217","218","130","10","0"
"경상북도 영덕군 영해면(4777036000)","2,993","2,993","164","233","279","244","373","558","548","388","194","12","0","3,457","3,457","195","219","206","237","325","559","636","563","436","80","1"
"경상북도 영덕군 병곡면(4777037000)","1,304","1,304","44","56","73","77","142","242","290","227","142","11","0","1,487","1,487","44","60","45","61","60","209","318","339","308","41","2"
"경상북도 영덕군 창수면(4777038000)","831","831","13","24","34","37","75","139","212","176","113","6","2","861","861","12","27","22","26","33","120","191","222","178","25","5"
"경상북도 청도군 (4782000000)","20,859","20,859","795","1,182","1,733","1,544","2,513","3,936","4,728","2,978","1,328","121","1","21,653","21,653","763","1,129","1,169","1,361","1,977","3,570","4,703","3,599","2,905","459","18"
"경상북도 청도군 화양읍(4782025000)","3,506","3,506","238","336","341","331","535","620","609","334","143","19","0","3,702","3,702","226","341","255","341","491","623","609","434","326","51","5"
"경상북도 청도군 화양읍남성현출장(4782025100)","564","564","24","17","34","53","69","88","130","86","60","2","1","560","560","25","5","22","46","32","83","140","106","87","13","1"
"경상북도 청도군 청도읍(4782025300)","5,087","5,087","237","359","523","460","734","931","1,022","567","236","18","0","5,278","5,278","242","356","374","408","614","868","1,044","749","542","78","3"
"경상북도 청도군 청도읍유호출장소(4782025400)","794","794","11","38","55","56","86","148","203","140","55","2","0","836","836","25","18","32","38","51","133","237","165","116","21","0"
"경상북도 청도군 각남면(4782031000)","1,016","1,016","30","34","75","65","95","176","263","191","76","11","0","1,129","1,129","20","41","44","46","74","165","265","243","196","35","0"
"경상북도 청도군 풍각면(4782032000)","1,948","1,948","64","79","140","148","212","379","461","293","152","20","0","2,028","2,028","66","95","85","117","140","346","469","348","322","37","3"
"경상북도 청도군 각북면(4782033000)","1,097","1,097","35","25","83","58","81","228","312","178","95","2","0","1,133","1,133","28","42","48","50","76","219","259","224","160","27","0"
"경상북도 청도군 이서면(4782034000)","2,199","2,199","67","143","162","123","252","416","505","378","140","13","0","2,339","2,339","64","122","118","140","206","371","547","370","330","69","2"
"경상북도 청도군 운문면(4782035000)","1,040","1,040","24","31","72","58","97","243","285","140","81","9","0","1,094","1,094","13","15","59","49","99","197","230","215","190","27","0"
"경상북도 청도군 금천면(4782036000)","1,689","1,689","34","63","116","82","165","345","429","316","128","11","0","1,656","1,656","22","43","69","62","95","251","412","351","292","55","4"
"경상북도 청도군 매전면(4782037000)","1,919","1,919","31","57","132","110","187","362","509","355","162","14","0","1,898","1,898","32","51","63","64","99","314","491","394","344","46","0"
"경상북도 고령군 (4783000000)","16,171","16,171","736","1,130","1,482","1,302","2,219","3,355","3,189","1,819","865","70","4","15,431","15,431","720","982","1,080","1,065","1,730","2,622","2,936","2,300","1,760","233","3"
"경상북도 고령군 대가야읍(4783025300)","5,102","5,102","307","508","558","431","823","1,033","794","444","193","11","0","5,054","5,054","298","428","415","408","758","829","846","623","396","53","0"
"경상북도 고령군 덕곡면(4783031000)","724","724","20","26","57","47","58","140","198","97","74","6","1","730","730","14","23","41","24","49","121","156","145","142","14","1"
"경상북도 고령군 운수면(4783032000)","940","940","24","30","67","67","94","191","230","156","73","7","1","948","948","24","19","58","45","57","162","211","197","155","20","0"
"경상북도 고령군 성산면(4783033000)","1,424","1,424","30","43","127","107","170","337","337","175","92","6","0","1,190","1,190","35","40","90","66","88","235","255","196","161","23","1"
"경상북도 고령군 다산면(4783034000)","4,412","4,412","255","425","433","429","689","886","760","376","149","10","0","4,099","4,099","256","373","317","373","573","732","699","466","278","32","0"
"경상북도 고령군 개진면(4783035000)","1,056","1,056","25","25","83","75","107","258","251","165","58","9","0","913","913","19","17","50","43","49","157","217","180","157","24","0"
"경상북도 고령군 우곡면(4783036000)","810","810","13","21","47","46","90","169","182","154","83","4","1","776","776","14","30","25","21","48","117","175","163","167","16","0"
"경상북도 고령군 쌍림면(4783037000)","1,703","1,703","62","52","110","100","188","341","437","252","143","17","1","1,721","1,721","60","52","84","85","108","269","377","330","304","51","1"
"경상북도 성주군 (4784000000)","22,449","22,449","987","1,328","2,091","1,838","2,890","4,713","4,701","2,673","1,116","106","6","20,977","20,977","961","1,018","1,483","1,508","1,926","3,912","4,331","3,136","2,327","355","20"
"경상북도 성주군 성주읍(4784025000)","6,980","6,980","478","741","836","720","1,096","1,296","1,024","545","223","20","1","6,775","6,775","482","558","657","676","958","1,183","1,028","695","462","72","4"
"경상북도 성주군 선남면(4784031000)","3,384","3,384","113","120","305","291","419","783","776","422","135","18","2","2,800","2,800","91","81","179","200","179","620","662","439","300","45","4"
"경상북도 성주군 용암면(4784032000)","2,012","2,012","53","78","142","165","227","477","512","248","100","10","0","1,681","1,681","62","39","95","94","119","327","401","278","230","35","1"
"경상북도 성주군 수륜면(4784033000)","1,515","1,515","44","50","98","105","141","317","396","235","112","16","1","1,579","1,579","37","58","67","77","102","291","348","279","268","48","4"
"경상북도 성주군 가천면(4784034000)","994","994","25","20","77","76","111","218","247","135","82","3","0","998","998","27","23","49","38","56","200","250","182","149","23","1"
"경상북도 성주군 금수면(4784035000)","607","607","18","22","43","35","66","132","138","103","46","3","1","569","569","13","16","22","17","38","96","141","106","105","15","0"
"경상북도 성주군 대가면(4784036000)","1,248","1,248","34","54","104","77","160","252","279","184","94","10","0","1,215","1,215","42","47","80","60","87","197","279","245","154","24","0"
"경상북도 성주군 벽진면(4784037000)","1,600","1,600","51","48","124","90","189","338","418","251","80","10","1","1,516","1,516","55","38","83","89","82","297","370","271","190","39","2"
"경상북도 성주군 초전면(4784038000)","2,317","2,317","99","131","197","163","288","501","502","296","131","9","0","2,227","2,227","89","101","144","148","188","400","482","371","275","26","3"
"경상북도 성주군 월항면(4784039000)","1,792","1,792","72","64","165","116","193","399","409","254","113","7","0","1,617","1,617","63","57","107","109","117","301","370","270","194","28","1"
"경상북도 칠곡군 (4785000000)","60,050","60,050","5,079","6,124","6,881","8,555","11,153","10,573","6,843","3,274","1,418","143","7","55,127","55,127","4,776","5,474","5,372","7,062","9,455","8,881","6,376","4,338","2,900","460","33"
"경상북도 칠곡군 왜관읍(4785025000)","16,846","16,846","1,246","1,784","2,259","1,900","2,831","3,210","2,110","975","475","53","3","16,806","16,806","1,179","1,665","1,708","1,682","2,732","3,105","2,150","1,447","982","139","17"
"경상북도 칠곡군 북삼읍(4785025300)","12,296","12,296","978","1,639","1,629","1,235","2,563","2,527","1,095","445","169","16","0","11,189","11,189","886","1,468","1,168","1,171","2,509","2,018","983","592","347","46","1"
"경상북도 칠곡군 석적읍(4785025600)","16,953","16,953","2,394","1,962","1,548","4,247","3,896","1,727","737","324","105","12","1","14,516","14,516","2,266","1,731","1,573","3,382","2,893","1,190","779","423","243","32","4"
"경상북도 칠곡군 지천면(4785031000)","2,316","2,316","46","71","192","178","263","522","561","309","162","12","0","1,996","1,996","43","62","126","112","127","339","433","398","303","49","4"
"경상북도 칠곡군 동명면(4785032000)","2,781","2,781","73","95","271","213","328","597","694","369","133","8","0","2,640","2,640","71","74","165","153","196","584","604","396","320","77","0"
"경상북도 칠곡군 가산면(4785033000)","1,917","1,917","33","71","174","148","224","449","454","253","92","18","1","1,564","1,564","40","69","81","80","135","314","376","266","166","35","2"
"경상북도 칠곡군 약목면(4785036000)","5,217","5,217","180","396","666","460","787","1,230","862","427","193","15","1","4,853","4,853","184","335","457","315","689","1,064","784","595","372","55","3"
"경상북도 칠곡군 기산면(4785037000)","1,724","1,724","129","106","142","174","261","311","330","172","89","9","1","1,563","1,563","107","70","94","167","174","267","267","221","167","27","2"
"경상북도 예천군 (4790000000)","27,369","27,369","2,369","2,350","2,309","2,816","3,887","4,260","4,520","3,087","1,655","112","4","28,283","28,283","2,296","2,035","1,793","2,788","3,201","3,878","4,653","3,862","3,224","523","30"
"경상북도 예천군 예천읍(4790025000)","7,418","7,418","403","720","788","613","1,068","1,245","1,336","849","364","31","1","7,563","7,563","407","539","560","575","885","1,293","1,491","1,008","661","139","5"
"경상북도 예천군 용문면(4790031000)","1,173","1,173","41","67","57","47","118","218","260","220","135","9","1","1,179","1,179","35","47","41","38","66","148","236","277","255","33","3"
"경상북도 예천군 감천면(4790034000)","1,327","1,327","35","43","99","68","114","232","348","217","159","11","1","1,368","1,368","28","44","53","53","56","197","324","296","272","42","3"
"경상북도 예천군 보문면(4790035000)","839","839","28","37","33","41","87","160","210","144","91","8","0","872","872","26","23","27","41","36","104","196","199","199","21","0"
"경상북도 예천군 호명면(4790036000)","9,234","9,234","1,646","1,165","853","1,604","1,726","1,098","654","334","146","8","0","9,570","9,570","1,606","1,094","789","1,795","1,732","1,080","686","414","315","56","3"
"경상북도 예천군 유천면(4790037000)","1,262","1,262","83","60","140","124","155","197","200","184","109","10","0","1,302","1,302","73","48","84","100","79","140","247","240","247","43","1"
"경상북도 예천군 용궁면(4790038000)","1,206","1,206","26","50","67","73","138","197","276","239","133","7","0","1,274","1,274","28","45","52","45","64","179","293","297","229","38","4"
"경상북도 예천군 개포면(4790039000)","743","743","7","30","32","28","74","131","197","150","92","2","0","803","803","15","19","20","19","35","94","191","200","184","25","1"
"경상북도 예천군 지보면(4790040000)","1,360","1,360","33","43","54","79","141","251","343","269","140","6","1","1,407","1,407","24","41","41","42","66","192","332","313","309","43","4"
"경상북도 예천군 풍양면(4790041000)","1,546","1,546","33","64","123","84","150","281","354","276","174","7","0","1,666","1,666","23","68","78","38","102","234","367","376","327","51","2"
"경상북도 예천군 효자면(4790042000)","579","579","13","34","22","17","53","122","187","86","38","7","0","594","594","12","27","22","22","34","124","141","90","107","14","1"
"경상북도 예천군 은풍면(4790043000)","682","682","21","37","41","38","63","128","155","119","74","6","0","685","685","19","40","26","20","46","93","149","152","119","18","3"
"경상북도 봉화군 (4792000000)","16,005","16,005","753","1,015","1,214","1,104","1,932","3,158","3,469","2,129","1,112","114","5","15,772","15,772","703","878","863","929","1,356","2,717","3,214","2,647","2,072","371","22"
"경상북도 봉화군 봉화읍(4792025000)","4,946","4,946","338","428","503","399","702","940","839","504","273","19","1","5,101","5,101","296","454","402","409","608","839","819","665","485","119","5"
"경상북도 봉화군 물야면(4792031000)","1,591","1,591","50","91","94","97","140","318","405","251","131","14","0","1,580","1,580","50","57","58","70","107","289","369","297","244","37","2"
"경상북도 봉화군 봉성면(4792032000)","1,046","1,046","31","47","86","72","110","195","260","154","83","7","1","1,098","1,098","26","50","50","58","65","186","251","207","174","31","0"
"경상북도 봉화군 법전면(4792033000)","1,034","1,034","41","41","66","62","98","209","245","154","106","12","0","1,007","1,007","35","40","45","39","58","159","211","205","186","27","2"
"경상북도 봉화군 춘양면(4792034000)","2,238","2,238","100","143","149","127","250","460","497","313","173","23","3","2,250","2,250","92","106","115","126","162","427","471","391","293","63","4"
"경상북도 봉화군 소천면(4792035000)","1,133","1,133","35","54","68","48","130","234","306","173","74","11","0","1,125","1,125","33","43","40","52","80","210","262","203","177","21","4"
"경상북도 봉화군 재산면(4792036000)","782","782","16","49","36","33","73","179","220","112","55","9","0","766","766","15","27","31","28","62","156","181","138","112","15","1"
"경상북도 봉화군 명호면(4792037000)","1,201","1,201","30","68","80","64","134","255","285","192","88","5","0","1,076","1,076","30","39","35","38","72","197","261","212","161","30","1"
"경상북도 봉화군 상운면(4792038000)","906","906","14","25","61","42","91","166","218","186","95","8","0","861","861","17","14","29","27","46","123","222","204","159","17","3"
"경상북도 봉화군 석포면(4792039000)","1,128","1,128","98","69","71","160","204","202","194","90","34","6","0","908","908","109","48","58","82","96","131","167","125","81","11","0"
"경상북도 울진군 (4793000000)","24,409","24,409","1,509","2,093","2,652","2,387","3,464","4,680","3,914","2,465","1,152","91","2","24,380","24,380","1,452","1,745","1,845","1,991","2,859","4,002","4,056","3,276","2,618","521","15"
"경상북도 울진군 울진읍(4793025000)","7,071","7,071","589","881","866","737","1,186","1,284","824","460","228","16","0","6,962","6,962","524","796","668","689","1,179","1,115","847","627","414","101","2"
"경상북도 울진군 평해읍(4793025300)","1,417","1,417","39","202","106","96","142","262","235","207","119","9","0","1,487","1,487","30","68","80","64","108","211","301","320","248","55","2"
"경상북도 울진군 북면(4793031000)","3,489","3,489","389","246","436","620","543","584","375","215","79","2","0","3,163","3,163","394","208","302","522","397","453","388","245","212","38","4"
"경상북도 울진군 북면하당출장소(4793031500)","369","369","4","13","28","18","44","99","78","50","34","1","0","339","339","2","15","18","8","17","53","64","79","70","13","0"
"경상북도 울진군 근남면(4793033000)","1,367","1,367","70","60","135","91","178","282","275","158","110","8","0","1,384","1,384","54","64","72","77","122","219","256","245","225","49","1"
"경상북도 울진군 기성면(4793035000)","1,212","1,212","27","46","122","74","91","256","273","196","117","10","0","1,371","1,371","31","54","59","49","69","207","292","262","279","68","1"
"경상북도 울진군 온정면(4793036000)","849","849","20","37","67","40","78","159","189","158","92","9","0","905","905","27","26","47","22","70","118","181","196","186","32","0"
"경상북도 울진군 죽변면(4793037000)","3,344","3,344","151","230","431","342","495","671","586","318","110","9","1","3,193","3,193","169","185","275","254","364","620","551","413","318","42","2"
"경상북도 울진군 후포면(4793038000)","3,706","3,706","187","307","383","284","532","723","709","441","129","11","0","3,826","3,826","181","263","264","260","415","714","823","544","301","60","1"
"경상북도 울진군 금강송면(4793039000)","622","622","11","23","24","29","60","160","162","98","45","9","1","658","658","12","20","20","16","60","135","139","130","116","9","1"
"경상북도 울진군 매화면(4793040000)","963","963","22","48","54","56","115","200","208","164","89","7","0","1,092","1,092","28","46","40","30","58","157","214","215","249","54","1"
"경상북도 울릉군 (4794000000)","5,039","5,039","220","237","505","555","822","1,079","927","470","197","22","5","4,211","4,211","205","239","341","378","503","807","818","561","297","56","6"
"경상북도 울릉군 울릉읍(4794025000)","3,566","3,566","163","174","360","414","619","768","638","302","113","10","5","2,972","2,972","145","203","259","276","393","575","564","360","165","26","6"
"경상북도 울릉군 서면(4794031000)","465","465","19","26","49","30","59","115","98","42","25","2","0","405","405","20","12","26","27","37","82","75","70","51","5","0"
"경상북도 울릉군 서면태하출장소(4794031500)","248","248","12","11","12","24","23","52","50","46","12","6","0","219","219","7","5","15","16","11","42","52","40","20","11","0"
"경상북도 울릉군 북면(4794032000)","760","760","26","26","84","87","121","144","141","80","47","4","0","615","615","33","19","41","59","62","108","127","91","61","14","0"
"경상남도  (4800000000)","1,685,427","1,685,427","142,316","171,277","211,161","214,141","278,104","297,364","222,280","107,422","38,046","3,153","163","1,662,210","1,662,210","134,314","155,585","169,220","195,818","261,694","285,599","224,862","136,783","84,309","13,402","624"
"경상남도 창원시 (4812000000)","526,732","526,732","44,200","52,891","72,943","72,196","85,712","93,186","67,891","28,634","8,412","626","41","512,863","512,863","41,273","48,010","58,425","64,541","83,311","94,138","69,131","33,927","17,315","2,656","136"
"경상남도 창원시 의창구 (4812100000)","134,031","134,031","11,344","12,596","20,209","18,965","20,842","25,102","16,885","6,212","1,740","130","6","129,342","129,342","10,708","11,324","16,263","16,967","20,536","25,743","16,335","6,928","3,883","627","28"
"경상남도 창원시 의창구 동읍(4812125000)","10,362","10,362","642","1,052","1,387","992","1,717","2,041","1,538","739","244","10","0","9,972","9,972","613","900","976","892","1,579","1,926","1,531","904","557","90","4"
"경상남도 창원시 의창구 북면(4812131000)","21,646","21,646","3,415","1,790","2,187","4,033","3,721","2,947","2,397","877","259","19","1","21,201","21,201","3,173","1,718","1,854","4,208","3,171","3,185","2,183","931","659","114","5"
"경상남도 창원시 의창구 대산면(4812132000)","3,712","3,712","154","231","382","421","479","703","800","400","127","14","1","3,591","3,591","115","186","299","251","356","682","758","530","358","55","1"
"경상남도 창원시 의창구 의창동(4812151000)","25,856","25,856","2,254","2,472","3,969","3,867","3,956","4,799","3,088","1,141","292","17","1","25,171","25,171","2,218","2,281","3,259","3,403","3,998","4,975","3,104","1,216","607","104","6"
"경상남도 창원시 의창구 팔룡동(4812152000)","19,325","19,325","1,579","2,097","3,143","2,879","3,070","3,786","2,033","573","153","12","0","18,371","18,371","1,546","1,838","2,546","2,544","3,277","3,785","1,837","619","326","51","2"
"경상남도 창원시 의창구 명곡동(4812153000)","21,925","21,925","1,324","2,218","3,747","2,343","3,350","4,685","2,913","1,026","293","25","1","21,222","21,222","1,222","1,988","3,111","2,071","3,490","4,740","2,835","1,144","543","72","6"
"경상남도 창원시 의창구 봉림동(4812154000)","15,942","15,942","807","1,210","2,765","2,259","2,295","3,170","2,353","851","216","15","1","14,679","14,679","797","1,088","2,079","1,633","2,120","3,166","2,328","910","477","77","4"
"경상남도 창원시 의창구 용지동(4812155000)","15,263","15,263","1,169","1,526","2,629","2,171","2,254","2,971","1,763","605","156","18","1","15,135","15,135","1,024","1,325","2,139","1,965","2,545","3,284","1,759","674","356","64","0"
"경상남도 창원시 성산구 (4812300000)","110,694","110,694","8,814","12,476","18,255","15,981","17,414","21,466","12,179","3,203","818","82","6","105,964","105,964","8,354","11,145","14,614","14,057","19,042","22,279","10,470","3,556","2,082","350","15"
"경상남도 창원시 성산구 반송동(4812351000)","21,443","21,443","1,728","2,854","3,315","2,363","3,561","4,182","2,510","733","183","13","1","20,921","20,921","1,616","2,557","2,554","2,359","4,038","4,285","2,216","811","401","78","6"
"경상남도 창원시 성산구 중앙동(4812352000)","12,601","12,601","711","779","2,469","2,547","2,056","2,237","1,286","399","101","13","3","10,465","10,465","590","699","1,975","1,773","1,630","1,971","1,205","386","192","43","1"
"경상남도 창원시 성산구 상남동(4812353000)","14,348","14,348","1,121","1,869","2,391","1,867","2,209","2,910","1,528","342","97","13","1","14,157","14,157","1,087","1,656","1,898","1,735","2,624","3,196","1,259","395","252","53","2"
"경상남도 창원시 성산구 사파동(4812354000)","22,988","22,988","1,867","2,593","3,632","3,441","3,684","4,300","2,654","630","169","18","0","23,226","23,226","1,826","2,368","3,063","3,176","4,234","4,928","2,239","817","498","72","5"
"경상남도 창원시 성산구 가음정동(4812355000)","21,144","21,144","1,960","2,209","3,470","3,322","3,199","4,082","2,219","533","138","11","1","20,483","20,483","1,896","2,018","2,823","2,973","3,517","4,300","1,884","626","384","61","1"
"경상남도 창원시 성산구 성주동(4812356000)","13,935","13,935","1,178","1,751","2,335","1,837","2,045","3,015","1,410","303","57","4","0","12,880","12,880","1,071","1,478","1,904","1,613","2,379","2,872","1,076","257","207","23","0"
"경상남도 창원시 성산구 웅남동(4812357000)","4,235","4,235","249","421","643","604","660","740","572","263","73","10","0","3,832","3,832","268","369","397","428","620","727","591","264","148","20","0"
"경상남도 창원시 마산합포구 (4812500000)","87,011","87,011","6,550","7,203","10,567","10,893","13,476","14,701","13,862","7,328","2,235","180","16","87,780","87,780","6,035","6,624","8,498","9,679","12,163","14,905","15,368","9,102","4,598","759","49"
"경상남도 창원시 마산합포구 구산면(4812531000)","2,259","2,259","66","93","207","210","263","429","564","328","91","8","0","2,120","2,120","59","75","115","115","139","376","569","382","238","52","0"
"경상남도 창원시 마산합포구 진동면(4812532000)","6,415","6,415","642","512","617","852","1,087","1,115","949","483","151","6","1","6,099","6,099","555","526","493","762","892","942","1,016","544","314","53","2"
